,noise,distortion,hdToTestRobustTime,hdToTestTime,avSurfDistToTestTime,myRobustHdTime,myHdTime,mymedianHdTime,olivieraTime,hdToTestRobustValue,hdToTestValue ,myRobustHdValue,myHdValue,mymeanHdValue,olivieraValue,avSurfDistToTestValue,WIDTH,HEIGHT,DEPTH,hdToTestValue,translations
0,0.0,0.0,1.7135961421998218,1.7102871523005887,1.6898753677000058,0.00892263880232349,0.01000803119968623,0.01135094249912072,0.126693695,180.13636501063783,294.8762452284009,86.0,119.0,37.06113815307617,115.0,233.71094523750983,336.0,250.0,371.0,294.8762452284009,0.0
1,0.0,0.0,1.5640403819008497,1.5809828339028171,1.5649286773026687,0.007872027601115406,0.009423367900308222,0.011236517899669706,0.090070674,1.0,118.85285019720814,41.0,76.0,6.957984924316406,78.0,39.60232288099588,336.0,250.0,371.0,118.85285019720814,0.0
2,0.0,0.0,1.4641226063016801,1.4575215033983113,1.4646581669017906,0.008762357602245174,0.010569955699611455,0.011643608901067637,0.069840081,1.0,136.0514608521349,39.0,62.0,11.902549743652344,62.0,66.5935748461789,336.0,250.0,371.0,136.0514608521349,0.0
3,0.0,0.0,4.6831846576009415,4.9262155977980004,4.8246298718004255,0.008761545797460713,0.011119855599827134,0.015198219500598497,0.111561758,6.0,305.8414621989635,36.0,98.0,8.09089469909668,96.0,106.31858928937622,336.0,250.0,371.0,305.8414621989635,0.0
4,0.0,0.0,1.684827682399191,1.6925308720994507,1.6664994446007768,0.008798701799241826,0.011107652899227105,0.011425170200527645,0.122244151,180.13636501063783,294.8762452284009,86.0,119.0,37.06113815307617,115.0,233.71094523750986,336.0,250.0,371.0,294.8762452284009,0.0
5,0.0,0.0,2.262974894201034,2.248939843699918,2.200985180499265,0.009575586998835206,0.010385760600911453,0.010920034398441202,0.137457788,246.43221379518155,325.9509165503297,97.0,130.0,48.03549575805664,125.0,284.6557419078855,336.0,250.0,371.0,325.9509165503297,0.0
6,0.0,0.0,0.931575271501788,0.9404198989999714,0.9279613245016662,0.009218078199774027,0.009758290700847282,0.009890707800514065,0.097424859,112.16505694733989,224.8399430706208,67.0,91.0,44.03936767578125,91.0,161.46448400670872,336.0,250.0,371.0,224.8399430706208,0.0
7,0.0,0.0,4.751560203998816,4.512069796398282,4.7063896587991625,0.011081554400152526,0.012293116300133989,0.014528584200888872,0.161098643,3.0,328.28189106315324,104.0,141.0,41.36931228637695,150.0,130.62480123407522,336.0,250.0,371.0,328.28189106315324,0.0
8,0.0,0.0,1.582008703800966,1.5694291946012526,1.668049630499445,0.008016464702086524,0.010653611601446756,0.012384354902314954,0.090199783,1.0,118.85285019720814,41.0,76.0,6.957984924316406,78.0,39.60232288099588,336.0,250.0,371.0,118.85285019720814,0.0
9,0.0,0.0,2.3591039569000714,2.3430249588011067,2.334151385698351,0.010258273201179691,0.011985502898460254,0.011469695399864577,0.14392318,246.43221379518155,325.9509165503297,97.0,130.0,48.03549575805664,125.0,284.6557419078855,336.0,250.0,371.0,325.9509165503297,0.0
10,0.0,0.0,1.6959628092998174,1.7585117724986048,1.7051788751996355,0.0062063099001534285,0.008500352199189366,0.009543745699920692,0.074550555,28.903597132648677,156.556698994326,26.0,61.0,8.040532112121582,61.0,84.88179969141953,336.0,250.0,371.0,156.556698994326,0.0
