,hdToTestRobustTime,hdToTestTime,avSurfDistToTestTime,myRobustHdTime,myHdTime,mymedianHdTime,olivieraTime,hdToTestRobustValue,hdToTestValue,myRobustHdValue,myHdValue,mymeanHdValue,olivieraValue,avSurfDistToTestValue,hdToTestValue ,sitk_average_value,sitk_hd_value,bench_sitk_time,WIDTH,HEIGHT,DEPTH,noise,distortion,translations
0,31.421543429998565,31.595479791008984,20.735851164005,0.0640098569856491,0.07583361299475655,0.08571894299529959,1.342313168,46.26821517944336,358.3308410644531,316.0,382.0,157.92723083496094,383.0,220.72354125976562,358.3308410644531,128.28109825433953,358.33085270459196,12.770699838991277,450.0,512.0,512.0,0.0,0.0,0.0
1,50.942440147991874,85.44800270900305,31.802033359010238,0.061685530992690474,0.07210641300480347,0.13062516700301785,1.370655094,39.293766021728516,651.3148193359375,250.0,384.0,123.73775482177734,386.0,348.5174255371094,651.3148193359375,176.4881430850542,651.3148240290559,13.07123539999884,450.0,512.0,512.0,0.0,0.0,0.0
2,57.346618459007004,64.12321821600199,63.06554573199537,0.06340106599964201,0.06659713800763711,0.15178817500418518,0.702666377,10.440306663513184,354.7083435058594,129.0,191.0,36.37733459472656,190.0,180.41287231445312,354.7083435058594,170.34501842944832,354.7083308860958,13.875893823002116,450.0,512.0,512.0,0.0,0.0,0.0
3,72.24868506600615,71.20829151700309,67.26417245798802,0.06760914600454271,0.053857749997405335,0.07160179699712899,0.633855858,232.74020385742188,502.1205139160156,128.0,175.0,69.86711883544922,175.0,354.986083984375,502.1205139160156,326.0364845045443,502.1205034650547,12.88684831300634,450.0,512.0,512.0,0.0,0.0,0.0
4,21.18485274699924,20.550082698988263,21.397673556988593,0.06151890598994214,0.06527309199736919,0.07945393200498074,1.364390524,46.26821517944336,358.3308410644531,316.0,382.0,157.92727661132812,383.0,220.72354125976562,358.3308410644531,128.28109825433953,358.33085270459196,12.51394553699356,450.0,512.0,512.0,0.0,0.0,0.0
5,33.81993742499617,33.35025706898887,33.365444865994505,0.01054778198886197,0.01722573999722954,0.017633801006013528,0.042903066,0.0,2.8284270763397217,1.0,17.0,1.0002497434616089,8.0,0.3561582565307617,2.8284270763397217,0.011021384698429393,2.8284271247461903,14.027974090990028,450.0,512.0,512.0,0.0,0.0,1.0
6,33.299743273993954,32.152196630995604,33.60916868101049,0.011234491001232527,0.01788621900777798,0.02069558299263008,0.063119088,0.0,6.0,1.0,12.0,1.0812427997589111,14.0,1.5405151844024658,6.0,0.08790018630560704,6.0,13.988413733997731,450.0,512.0,512.0,0.0,0.0,6.0
7,32.93690670399519,33.43775713900686,33.105343793009524,0.01927276700735092,0.027560768008697778,0.022626079007750377,0.071139928,0.0,11.0,1.0,16.0,1.108268141746521,16.0,2.653740644454956,11.0,0.20957646538799451,11.0,14.008043562003877,450.0,512.0,512.0,0.0,0.0,11.0
8,32.54207775599207,32.400706403001095,33.352114516004804,0.014349274992127903,0.023562069007311948,0.02568721400166396,0.073985477,0.0,16.0,1.0,16.0,1.1167237758636475,16.0,3.7720139026641846,16.0,0.38502494567543555,16.0,13.86074937999365,450.0,512.0,512.0,0.0,0.0,16.0
9,33.7473542450025,33.69618852600979,32.613330897991545,0.026195953993010335,0.024165745999198407,0.02753960300469771,0.078885974,0.0,21.0,1.0,18.0,1.1194740533828735,18.0,4.84782600402832,21.0,0.6132104444028477,21.0,20.376639827998588,450.0,512.0,512.0,0.0,0.0,21.0
10,64.61501763900742,64.39288475598732,64.51237900998967,0.017639245997997932,0.04547248099697754,0.0776434400031576,0.14801251,0.0,26.0,1.0,18.0,1.120850920677185,18.0,5.880755424499512,26.0,0.8919647075041913,26.0,32.3266731830081,450.0,512.0,512.0,0.0,0.0,26.0
11,180.86508875699656,178.9093583149952,180.43493846600177,0.18588578200433403,0.19559034900157712,0.6831108789920108,0.596011558,28.879058837890625,336.21868896484375,76.0,91.0,26.06777572631836,91.0,134.31393432617188,336.21868896484375,123.0149874053647,336.21867883863916,30.677178514000843,450.0,512.0,512.0,0.0,0.0,0.0
12,241.03443633600546,241.87801929599664,247.28321409899218,0.1763337739976123,0.1930134300055215,0.6237909979972756,1.202687741,99.22701263427734,589.9177856445312,62.0,192.0,15.925134658813477,192.0,331.2124938964844,589.9177856445312,298.54509991702423,589.9177908827636,30.09078412600502,450.0,512.0,512.0,0.0,0.0,0.0
